Source,Target,Year,Book,Lot
Huntington,Pforzheimer,1918,42,733
Van Antwerp,Pforzheimer,1922,420,3
Ross Winans,Pforzheimer,,421,
Hagen,Pforzheimer,1918,422,72
Huntington,Pforzheimer,1918,423,504
Huntington,Pforzheimer,1918,424,388
Clawson,Pforzheimer,1926,425,332
Britwell,Pforzheimer,1919,426,52
Huntington,Pforzheimer,1918,427,390
Clawson,Pforzheimer,1926,428,326
Clawson,Pforzheimer,1926,429,323
James Maidment,Pforzheimer,1880,43,160
Clawson,Pforzheimer,1926,430,333
Clawson,Pforzheimer,1926,431,529
Clawson,Pforzheimer,1926,432,331
Clawson,Pforzheimer,1926,433,335
Clawson,Pforzheimer,1926,434,306
Clawson,Pforzheimer,1926,435,325
Britwell,Pforzheimer,1919,436,39
G.D.Smith,Pforzheimer,1920,437,37
Clawson,Pforzheimer,1926,439,95
Ross Winans,Pforzheimer,,44,
Clawson,Pforzheimer,1926,440,336
Shakespeare Library,Pforzheimer,1918,442,154
Britwell,Pforzheimer,1922,444,349
Clawson,Pforzheimer,1926,446,347
Mark P. Robinson,Pforzheimer,1918,447,740
Huntington,Pforzheimer,1918,449,400
Sotheby’s,Pforzheimer,1936,449A,245
Clawson,Pforzheimer,1926,45,31
English Literature from London,Pforzheimer,1919,450,385a
Jones,Pforzheimer,1923,451,98
Clawson,Pforzheimer,1926,452,349
Lothian,Pforzheimer,1932,453,101
Mostyn,Pforzheimer,1919,454,146
Britwell,Pforzheimer,1922,455,357
Earl of Albermarle,Pforzheimer,1921,456,332
Britwell,Pforzheimer,1926,460,244
C.L.F. Robinson,Pforzheimer,1917,461,323
Huntington,Pforzheimer,1918,464,412
Jones,Pforzheimer,1919,465,850
G.D.Smith,Pforzheimer,1920,466,440
Hagen,Pforzheimer,1918,468,622
Jones,Pforzheimer,1919,469,876
Clawson,Pforzheimer,1926,47,35
Huntington,Pforzheimer,1917,470,215
Clawson,Pforzheimer,1926,471,367
Clawson,Pforzheimer,1926,472,396
Clawson,Pforzheimer,1926,473,369
Huntington,Pforzheimer,1918,474,427
Huntington,Pforzheimer,1918,475,424
English Literature from London,Pforzheimer,1919,476,3494
Clawson,Pforzheimer,1926,477,364
Clarence S. Bement,Pforzheimer,1923,478,771
J.T.Brockett,Pforzheimer,1823,479,2061
Clawson,Pforzheimer,1926,480,386
Huntington,Pforzheimer,1918,481,140
J.P.Collier,Pforzheimer,,482,
Clawson,Pforzheimer,1926,483,346
Clawson,Pforzheimer,1926,484,388
English Literature from London,Pforzheimer,1919,485,394
Chew,Pforzheimer,1924,486,205
Clawson,Pforzheimer,1926,487,391
English Literature from London,Pforzheimer,1919,488,394g
Huntington,Pforzheimer,,489,
Shakespeare Library,Pforzheimer,1918,49,40
Jones,Pforzheimer,1919,490,896
Hagen,Pforzheimer,1918,491,638
Mark P. Robinson,Pforzheimer,1918,492,469
J-T.Snyder,Pforzheimer,1934,494,82
Jones,Pforzheimer,1919,495,1043
Halsey,Pforzheimer,1919,496,786
Hagen,Pforzheimer,1918,498,644
Huth,Pforzheimer,1918,5,
Britwell,Pforzheimer,1927,502,967
Clawson,Pforzheimer,1926,504,409
W.F.Franklin,Pforzheimer,1916,505,946
Britwell,Pforzheimer,1919,506,56
Britwell,Pforzheimer,1922,507,646
Britwell,Pforzheimer,1924,508,435
Huth,Pforzheimer,1918,509,7162
Huth,Pforzheimer,1918,51,6730
Britwell,Pforzheimer,1922,510,687
Hoe,Pforzheimer,1912,511,1705
Hoe,Pforzheimer,1912,512,1710
Hagen,Pforzheimer,1918,515,649
Clawson,Pforzheimer,1926,518,418
Mostyn,Pforzheimer,1919,519,174
Hagen,Pforzheimer,1918,52,35
Clawson,Pforzheimer,1926,520,419
Clawson,Pforzheimer,1926,521,888
Clawson,Pforzheimer,,523,
Clawson,Pforzheimer,1926,524,420
Mostyn,Pforzheimer,1919,525,343
Clawson,Pforzheimer,1926,526,424
Jones,Pforzheimer,1919,527,931
Jones,Pforzheimer,1919,528,930
Britwell,Pforzheimer,1922,529,388
Hagen,Pforzheimer,1918,53,34
Huntington,Pforzheimer,1917,530,234
Jones,Pforzheimer,1919,534,944
Britwell,Pforzheimer,1924,535,456
Huth,Pforzheimer,1914,536,4043
Huntington,Pforzheimer,,537,
Anderson’s,Pforzheimer,1920,538,562
Jones,Pforzheimer,1919,539,952
Hagen,Pforzheimer,1918,54,36
Clawson,Pforzheimer,1926,540,437
Hagen,Pforzheimer,1918,542,681
Huntington,Pforzheimer,,543,
Clawson,Pforzheimer,1926,544,440
Jones,Pforzheimer,1919,545,946
Chew,Pforzheimer,1924,546,227
Clawson,Pforzheimer,1926,547,438
Hagen,Pforzheimer,1918,548,680
Huntington,Pforzheimer,,549,
Wheeler,Pforzheimer,1919,55,51
Clawson,Pforzheimer,1926,550,441
Clawson,Pforzheimer,1926,551,436
Clawson,Pforzheimer,1926,552,442
English Literature from London,Pforzheimer,1919,554,437a
H.V.Jones,Pforzheimer,1918,555,948
Sotheby’s,Pforzheimer,1930,556,43
W.A. White,Pforzheimer,,557,
Huntington,Pforzheimer,,558,
Hagen,Pforzheimer,1918,559,676
Sydney Herbert,Pforzheimer,1916,56,46
Hagen,Pforzheimer,1918,561,682
Forman,Pforzheimer,1920,562,355
English Literature from London,Pforzheimer,1919,563,439
Huth,Pforzheimer,1914,564,4073
Chew,Pforzheimer,1924,565,231
English Literature from London,Pforzheimer,1919,566,4398
Huth,Pforzheimer,1914,567,4090
Hagen,Pforzheimer,1918,568,1190
Hagen,Pforzheimer,1918,569,692
Clawson,Pforzheimer,1926,57,56
Hagen,Pforzheimer,1918,571,693
G.D.Smith,Pforzheimer,1916,572,450
Huth,Pforzheimer,1914,573,4165
Huntington,Pforzheimer,,574,
Huntington,Pforzheimer,1918,575,363
W.A. White,Pforzheimer,,576,
Emmet,Pforzheimer,1918,577,526
Hagen,Pforzheimer,1918,579,876
Huntington,Pforzheimer,,58,
Huth,Pforzheimer,1914,581,4265
Chew,Pforzheimer,1924,583,239
Huth,Pforzheimer,1914,585,4278
Jones,Pforzheimer,1919,585,1021
Huth,Pforzheimer,1914,586,4287
Huth,Pforzheimer,1914,587,4288
Huth,Pforzheimer,1914,588,4309
Huth,Pforzheimer,1914,589,4303
Huth,Pforzheimer,1914,591,4311
Huth,Pforzheimer,1914,592,4307
Huth,Pforzheimer,1914,593,4301
Huntington,Pforzheimer,,594,
Britwell,Pforzheimer,1924,595,485
Huth,Pforzheimer,1914,599,4425
Clawson,Pforzheimer,1920,599,291
Britwell,Pforzheimer,1922,6,
Shakespeare Library,Pforzheimer,1918,60,43
Shakespeare Library,Pforzheimer,1918,600,213
Britwell,Pforzheimer,,607,
Clawson,Pforzheimer,1926,616,465
Britwell,Pforzheimer,1922,617,440
Mostyn,Pforzheimer,1919,618,190
J.T. Adams,Pforzheimer,1931,619,144
Curzon-Zouche,Pforzheimer,1920,62,
Clawson,Pforzheimer,1926,620,466
"Sir Walter Halsey, Bt",Pforzheimer,1932,621,331f
Edwin Freshfield,Pforzheimer,1933,622,144
Clawson,Pforzheimer,1926,623,464
Huntington,Pforzheimer,,624,
John Miller of Dunstable,Pforzheimer,,625,
Britwell,Pforzheimer,1926,625,552
Britwell,Pforzheimer,1925,626,557
Hagen,Pforzheimer,1918,627,738
Huntington,Pforzheimer,1918,628,362
Huth,Pforzheimer,1914,629,4505
Hagen,Pforzheimer,1918,63,46
Hagen,Pforzheimer,1918,631,734
Clawson,Pforzheimer,1926,632,477
Britwell,Pforzheimer,1922,633,450
Clawson,Pforzheimer,1926,634,476
Hagen,Pforzheimer,1918,635,733
Clawson,Pforzheimer,1936,636,473
Huntington,Pforzheimer,1917,637,251
Huntington,Pforzheimer,,638,
Clawson,Pforzheimer,1926,639,559
James W. Ellsworth,Pforzheimer,,64,
Mostyn,Pforzheimer,1919,640,194
Jones,Pforzheimer,1919,641,1078
Hagen,Pforzheimer,1918,642,745
Clawson,Pforzheimer,1926,643,493
Jones,Pforzheimer,1919,644,1077
Shakespeare Library,Pforzheimer,1918,645,222
Huntington,Pforzheimer,1917,646,258
Mostyn,Pforzheimer,1919,646,202
Huntington,Pforzheimer,,647,
Britwell,Pforzheimer,1924,648,522
Shakespeare Library,Pforzheimer,1918,65,43
W.A. White,Pforzheimer,,654,
W.A. White,Pforzheimer,,655,
Jones,Pforzheimer,1919,656,1085
W.A. White,Pforzheimer,,657,
W.A. White,Pforzheimer,,659,
Britwell,Pforzheimer,1923,661,449
W.A. White,Pforzheimer,,662,
Huntington,Pforzheimer,1918,663,396
Clawson,Pforzheimer,1926,664,499
W.A. White,Pforzheimer,,665,
Huntington,Pforzheimer,1918,666,397
G.D.Smith,Pforzheimer,1920,667,233
Clawson,Pforzheimer,1926,67,788
Britwell,Pforzheimer,1925,670,400
Hagen,Pforzheimer,1918,671,749
Jones,Pforzheimer,1919,672,1090
Clawson,Pforzheimer,1926,673,509
Clawson,Pforzheimer,1926,674,510
Huntington,Pforzheimer,,675,
Shakespeare Library,Pforzheimer,1918,676,236
E.D.Church,Pforzheimer,1916,677,1083
Clawson,Pforzheimer,1926,678,523
Jones,Pforzheimer,1919,68,1252
Jones,Pforzheimer,1919,680,1113
Chew,Pforzheimer,1924,681,
Hagen,Pforzheimer,1918,682,756
Mostyn,Pforzheimer,1919,683,220
Huntington,Pforzheimer,,684,
Huntington,Pforzheimer,,685,
Clawson,Pforzheimer,1926,686,527
Huntington,Pforzheimer,,687,
Huntington,Pforzheimer,1918,688,40s
Britwell,Pforzheimer,1924,689,547
Britwell,Pforzheimer,1920,690,211
Mostyn,Pforzheimer,1919,691,245
Clawson,Pforzheimer,1926,692,542
Clawson,Pforzheimer,1926,693,538
Clawson,Pforzheimer,1926,694,535
Clawson,Pforzheimer,1926,695,539
Hagen,Pforzheimer,1918,696-1,768
Huntington,Pforzheimer,,696-2,
Clawson,Pforzheimer,1926,697,544
Huntington,Pforzheimer,,698,
Mostyn,Pforzheimer,1919,699,235
Clawson,Pforzheimer,,7,
Clawson,Pforzheimer,1926,700,543
Clawson,Pforzheimer,1926,701,546
Clawson,Pforzheimer,1926,703,48
Clawson,Pforzheimer,1926,704,534
Britwell,Pforzheimer,1922,705,482
Clawson,Pforzheimer,1926,706,536
Hagen,Pforzheimer,1918,707,783
Viscount Birkenhead,Pforzheimer,,708,
Huth,Pforzheimer,1916,709,4996
Leo,Pforzheimer,1921,71,15
Jones,Pforzheimer,1919,710,1178
Huth,Pforzheimer,1916,712,4991
English Literature from London,Pforzheimer,1919,713,579
J.A.Brooke,Pforzheimer,1921,715,1013
Hoe,Pforzheimer,1912,716,2318
Hagen,Pforzheimer,1918,717,806
Clawson,Pforzheimer,1926,718,576
Ross Winans,Pforzheimer,,719,
Leo,Pforzheimer,1921,72,15
Hagen,Pforzheimer,1918,720,813
Hagen,Pforzheimer,1918,722,786
Hagen,Pforzheimer,1918,723,845
Hodgson’s,Pforzheimer,1927,724,421
C.L.F. Robinson,Pforzheimer,1917,727,447
Huntington,Pforzheimer,,729,
Clawson,Pforzheimer,1926,73,54
Ross Winans,Pforzheimer,1919,730,710
Jones,Pforzheimer,1919,731,1186
Britwell,Pforzheimer,1924,732,554
Britwell,Pforzheimer,1924,733,555
Britwell,Pforzheimer,1923,734,483
Huntington,Pforzheimer,1917,735,286
Britwell,Pforzheimer,1923,736,481
Clawson,Pforzheimer,1926,737,585
Thomas Bell,Pforzheimer,1917,739,558
Cox,Pforzheimer,1920,74,2984
Shakespeare Library,Pforzheimer,1918,740,636
Hagen,Pforzheimer,1918,741,882
Jones,Pforzheimer,1919,743,1234
Huntington,Pforzheimer,1918,746,623
Britwell,Pforzheimer,1922,747,49s
E.Ph.Goldschmidt,Pforzheimer,,75,
Britwell,Pforzheimer,1922,750,496
Huntington,Pforzheimer,1919,751,596
Jones,Pforzheimer,1919,752,1241
Huntington,Pforzheimer,1918,753,420
Huntington,Pforzheimer,1918,756,417
W.E.Burton,Pforzheimer,1860,757,1374
Huntington,Pforzheimer,1918,759,41 8
Jones,Pforzheimer,1918,76,220
Knight,Pforzheimer,1860,761-1,286
W.E.Burton,Pforzheimer,1860,761-2,1374
Clawson,Pforzheimer,1926,762,605
Britwell,Pforzheimer,1919,763,66
Clawson,Pforzheimer,1926,764,607
Britwell,Pforzheimer,1922,765,499
Clawson,Pforzheimer,1926,766,609
Clawson,Pforzheimer,1926,767,610
Mostyn,Pforzheimer,1919,768,336
G.D.Smith,Pforzheimer,1920,769,472
G.D.Smith,Pforzheimer,1920,770,416
Huntington,Pforzheimer,1919,771,49a
Huntington,Pforzheimer,1918,772,639
Britwell,Pforzheimer,1922,773,506
Mostyn,Pforzheimer,1919,774,265
Emmet,Pforzheimer,1918,775,608
Forman,Pforzheimer,1920,777,531
Huntington,Pforzheimer,1918,779,363
Shakespeare Library,Pforzheimer,1918,78,124
G.D.Smith,Pforzheimer,1920,780,437
Chew,Pforzheimer,1924,781,415
Hagen,Pforzheimer,1918,782,73
Clawson,Pforzheimer,1926,783,620
Clawson,Pforzheimer,1926,784,620
Britwell,Pforzheimer,1924,786,603
Thorn Drury,Pforzheimer,1931,787,2078
Hoe,Pforzheimer,1912,788,2532
Clawson,Pforzheimer,1926,789,628
Hagen,Pforzheimer,1918,79,81
Britwell,Pforzheimer,1922,790,532
Jones,Pforzheimer,1919,791,1292
Clawson,Pforzheimer,1926,792,630
Clawson,Pforzheimer,1926,794,635
Lord Northbourne,Pforzheimer,1924,795,312
P.M.Barnard,Pforzheimer,1934,796,320
Hagen,Pforzheimer,1918,797,914
Ross Winans,Pforzheimer,,798,
Hagen,Pforzheimer,1918,799,721
Huntington,Pforzheimer,,80,
Jones,Pforzheimer,1919,801,1307
Britwell,Pforzheimer,1923,802,65
Shakespeare Library,Pforzheimer,1918,803,51
Huntington,Pforzheimer,,804,
Jones,Pforzheimer,1923,805,153
Huntington,Pforzheimer,1918,806,687
Britwell,Pforzheimer,1923,807,547
Shakespeare Library,Pforzheimer,1918,808,269
Titus,Pforzheimer,1919,809,407
Shakespeare Library,Pforzheimer,1918,81,123
Huth,Pforzheimer,1918,811,6072
Huth,Pforzheimer,1918,812,6068
Mostyn,Pforzheimer,1919,813,135
E.F.Leo,Pforzheimer,1921,814,1205
E.F.Leo,Pforzheimer,1921,815,205
E.F.Leo,Pforzheimer,1921,816,205
Huntington,Pforzheimer,1918,817,453
English Literature from London,Pforzheimer,1919,818,80
Alfred Morrison,Pforzheimer,1919,819,3058
Shakespeare Library,Pforzheimer,1918,82,125
Huth,Pforzheimer,1918,823,6135
Mostyn,Pforzheimer,1919,826,284
Hoe,Pforzheimer,1911,828,2727
Huth,Pforzheimer,1918,829,6150
Britwell,Pforzheimer,1923,83,82
Huth,Pforzheimer,1918,830,6233
Huntington,Pforzheimer,,831,
Huntington,Pforzheimer,,832,
Huth,Pforzheimer,1918,834,6309
Huntington,Pforzheimer,,835,
Huntington,Pforzheimer,,836,
Clawson,Pforzheimer,1926,838,682
Clawson,Pforzheimer,1926,839,688
Sir Walter Halsey,Pforzheimer,1932,84,331C
Huntington,Pforzheimer,,840,
Clawson,Pforzheimer,1926,841,690
Hagen,Pforzheimer,1918,842,1033
Huth,Pforzheimer,1918,843,6481
Shakespeare Library,Pforzheimer,1918,844,586
Mostyn,Pforzheimer,1919,845,328
Huth,Pforzheimer,1918,846,6500
Bridgewater,Pforzheimer,,847,
Huntington,Pforzheimer,1918,847,738
Huth,Pforzheimer,1918,848,6534
Huth,Pforzheimer,1918,849,6564
Huntington,Pforzheimer,,85,
Seth Terry,Pforzheimer,1935,850,347
Chew,Pforzheimer,1924,851,371
Hagen,Pforzheimer,1919,852,1041
Britwell,Pforzheimer,1924,853,687
Huth,Pforzheimer,1918,854,6596
J.T. Adams,Pforzheimer,1931,855,215
Britwell,Pforzheimer,1923,856,596
Huntington,Pforzheimer,1918,858,487
Huntington,Pforzheimer,1918,859,414
Britwell,Pforzheimer,1924,860,694
Britwell,Pforzheimer,1923,861,601
Britwell,Pforzheimer,1925,86-104,401
Britwell,Pforzheimer,1924,862,695
Huth,Pforzheimer,1918,863,6706
Britwell,Pforzheimer,1923,864,599
Huntington,Pforzheimer,1918,865,414
Britwell,Pforzheimer,1923,866,598
Mostyn,Pforzheimer,1907,867,461
Huth,Pforzheimer,1918,868,6737
Huth,Pforzheimer,1918,869,6724
Huntington,Pforzheimer,,870,
Huth,Pforzheimer,1918,871,6733
Shakespeare Library,Pforzheimer,1918,872,541
Huth,Pforzheimer,1918,873,6742
Sydney Herbert,Pforzheimer,1916,874,794
Huth,Pforzheimer,1918,876,6751
Shakespeare Library,Pforzheimer,1918,877,784
Huth,Pforzheimer,1918,878,6758
Huntington,Pforzheimer,1918,879,425
W.K.Bixby,Pforzheimer,,880,
Clawson,Pforzheimer,1926,881,724
Shakespeare Library,Pforzheimer,1918,882,302
Britwell,Pforzheimer,1919,883,88
J. Fitchett Marsh,Pforzheimer,1882,884,2403
Clawson,Pforzheimer,1926,885,743
Henkels,Pforzheimer,1919,886,139
Clawson,Pforzheimer,1926,887,719
Huntington,Pforzheimer,1918,888,434
Mostyn,Pforzheimer,1907,889,480
Britwell,Pforzheimer,1919,890,86
Britwell,Pforzheimer,1919,891,87
Clawson,Pforzheimer,1926,892,723
Henkels,Pforzheimer,1919,893,136
Mostyn,Pforzheimer,1907,894,483
Clawson,Pforzheimer,1926,895,716
Britwell,Pforzheimer,1923,896,602
Clawson,Pforzheimer,1926,898,741
G.D.Smith,Pforzheimer,1920,899,304
Clawson,Pforzheimer,1926,900,745
Britwell,Pforzheimer,1919,901,89
Huntington,Pforzheimer,,902,
Clawson,Pforzheimer,1926,903,738
Mostyn,Pforzheimer,1919,904,299
W.K.Bixby,Pforzheimer,,907,
W.K.Bixby,Pforzheimer,,909,
Hagen,Pforzheimer,1918,910,1076
W.K.Bixby,Pforzheimer,,911,
Hagen,Pforzheimer,,911 A,
Hagen,Pforzheimer,,911 B,
Sewall,Pforzheimer,,911 C,
Hagen,Pforzheimer,,911 D,
Hagen,Pforzheimer,,911 E,
Hagen,Pforzheimer,,911 F,
Hagen,Pforzheimer,,911 G,
Hagen,Pforzheimer,,911 H,
Hagen,Pforzheimer,,911 I,
Hagen,Pforzheimer,,911 J,
Hagen,Pforzheimer,,911 K,
Hagen,Pforzheimer,,911 L,
Hagen,Pforzheimer,,911 M,
Jones,Pforzheimer,1916,913,145
Henkels’s Shakespeare sale,Pforzheimer,1919,914,133
S.K. Wilson,Pforzheimer,1918,915,
Sydney Herbert,Pforzheimer,1916,917,795
Huntington,Pforzheimer,,918,
Huntington,Pforzheimer,,919,
Huntington,Pforzheimer,,920,
Henkels’s Shakespeare sale,Pforzheimer,1919,921,140
Mostyn,Pforzheimer,1919,922,308
Huth,Pforzheimer,1918,923,6837
Clawson,Pforzheimer,1926,924,775
Lefferts,Pforzheimer,1902,925,1230
Hagen,Pforzheimer,1918,925,1148
Shakespeare Library,Pforzheimer,1918,926,824
Shakespeare Library,Pforzheimer,1918,927,313
Huth,Pforzheimer,1918,929,6850
Hagen,Pforzheimer,1919,930,1149
Huth,Pforzheimer,1918,931,6843
Roxburghe,Pforzheimer,1812,932,310
Kemble,Pforzheimer,1814,932,
Devonshire,Pforzheimer,,932,
Huntington,Pforzheimer,,932,
Mostyn,Pforzheimer,1920,933,67
Huntington,Pforzheimer,1918,934,776
Shakespeare Library,Pforzheimer,1918,935,312
Huth,Pforzheimer,1918,937,6864
Jones,Pforzheimer,1919,938,1466
Hagen,Pforzheimer,1918,939,1152
Huth,Pforzheimer,1918,940,6884
Britwell,Pforzheimer,1924,941,714
Huth,Pforzheimer,1918,942,6886
Britwell,Pforzheimer,1922,943,615
Huth,Pforzheimer,1918,944,6891
Clawson,Pforzheimer,1926,945,783
Huth,Pforzheimer,1918,946,6885
Britwell,Pforzheimer,1922,947,615
Adams,Pforzheimer,1931,948,259
Huntington,Pforzheimer,1918,949,791
Huntington,Pforzheimer,1917,950,267
Britwell,Pforzheimer,1922,952,618
Huth,Pforzheimer,1918,954,6961
Jones,Pforzheimer,1916,955,495
Huth,Pforzheimer,1918,956,6967
Huth,Pforzheimer,1918,957,6960
Huth,Pforzheimer,1918,958,6964
Huntington,Pforzheimer,1918,959,492
Huth,Pforzheimer,1918,960,6962
Huth,Pforzheimer,1918,961,6968
Huth,Pforzheimer,1918,962,6963
Hagen,Pforzheimer,1918,963,1170
Huth,Pforzheimer,1918,964,7004
Thomas Brooke,Pforzheimer,1921,965,1359
Narcissus Luttrell,Pforzheimer,1936,966,162
Hagen,Pforzheimer,1918,967,1174
Huntington,Pforzheimer,1917,968,360
Purdy,Pforzheimer,1917,969,867
English Literature from London,Pforzheimer,1919,971,748
Huth,Pforzheimer,1918,972,7016
Mark P. Robinson,Pforzheimer,1918,973,863
Britwell,Pforzheimer,1919,975,102
Britwell,Pforzheimer,1919,976,97
Hagen,Pforzheimer,1918,977,1177
Britwell,Pforzheimer,1919,979,98
Hagen,Pforzheimer,1918,980,1182
Britwell,Pforzheimer,1923,981,638
Britwell,Pforzheimer,1922,982,
Huth,Pforzheimer,1918,985,7057
Clawson,Pforzheimer,1926,987,800
Britwell,Pforzheimer,1921,988,729
Britwell,Pforzheimer,1921,989,730
Clawson,Pforzheimer,1926,990,801
Huth,Pforzheimer,1918,991,7102
Clawson,Pforzheimer,1926,992,802
Hodgson’s,Pforzheimer,1929,994,
Hagen,Pforzheimer,1918,995,1203
Hagen,Pforzheimer,1918,997,1204
Huntington,Pforzheimer,,999,
"Dalrymple Library at Newhailes, Musselburgh",Pforzheimer,1937,App.10,Lot 104
British Museum,Pforzheimer,May  1938,App.11,
Britwell,Pforzheimer,1919,App.2,Lot 180
Aldenham,Pforzheimer,1937,App.3,Lot 271
"Dalrymple Library at Newhailes, Musselburgh",Pforzheimer,1937,App.4,Lot 171
Aldenham,Pforzheimer,1937,App.5,Lot 214
"Dalrymple Library at Newhailes, Musselburgh",Pforzheimer,1937,App.7,Lot 212
"Dalrymple Library at Newhailes, Musselburgh",Pforzheimer,1937,App.8,Lot 118
Lowther Castle,Pforzheimer,1937,App.9,Lot 383
Alfred Morrison,Pforzheimer,1919,MS.103a,2744
Alfred Morrison,Pforzheimer,1919,MS.103b,2744
Alfred Morrison,Pforzheimer,1919,MS. 103c,2757
Alfred Morrison,Pforzheimer,1919,MS.104a,2744
Alfred Morrison,Pforzheimer,1919,MS.104c,2678
Alfred Morrison,Pforzheimer,1919,MS.104d,2709
Alfred Morrison,Pforzheimer,1919,MS.105C,3042
Alfred Morrison,Pforzheimer,1919,MS.105D,3043
Alfred Morrison,Pforzheimer,1919,MS.105G,3043
Alfred Morrison,Pforzheimer,1919,MS.10a,2933
Clawson,Pforzheimer,1920,MS.10a,112
Alfred Morrison,Pforzheimer,1919,MS.10B,2933
Britwell,Pforzheimer,1924,MS.116,721
Alfred Morrison,Pforzheimer,1919,MS.11A,2803
Alfred Morrison,Pforzheimer,1919,MS.11C,2933
Alfred Morrison,Pforzheimer,1919,MS.120,3027
Alfred Morrison,Pforzheimer,1919,MS.121,3027
Alfred Morrison,Pforzheimer,1919,MS.122,2754
Alfred Morrison,Pforzheimer,1919,MS.123,2754
Alfred Morrison,Pforzheimer,1919,MS.124,2754
Alfred Morrison,Pforzheimer,1919,MS.125,2754
Alfred Morrison,Pforzheimer,1919,MS.126,2814
Alfred Morrison,Pforzheimer,1919,MS.127,3027
Alfred Morrison,Pforzheimer,1919,MS.128,2814
Alfred Morrison,Pforzheimer,1919,MS.129,2814
Lord Hillingdon,Pforzheimer,1932,MS.13,173
Alfred Morrison,Pforzheimer,1919,MS.130,2814
Alfred Morrison,Pforzheimer,1919,MS.131,3027
Alfred Morrison,Pforzheimer,1919,MS.132,3027
Alfred Morrison,Pforzheimer,1919,MS.133,2754
Alfred Morrison,Pforzheimer,1919,MS.134,2814
Alfred Morrison,Pforzheimer,1919,MS.135,2814
Alfred Morrison,Pforzheimer,1919,MS.136,2814
Alfred Morrison,Pforzheimer,1919,MS.137,2814
Alfred Morrison,Pforzheimer,1919,MS.138,2814
Alfred Morrison,Pforzheimer,1919,MS.139,2814
Alfred Morrison,Pforzheimer,1919,MS.13A,2933
Alfred Morrison,Pforzheimer,1919,MS.140,2748
Alfred Morrison,Pforzheimer,1919,MS.141,2814
Alfred Morrison,Pforzheimer,1919,MS.142,2814
Alfred Morrison,Pforzheimer,1919,MS.143,2814
Alfred Morrison,Pforzheimer,1919,MS.144,2814
Alfred Morrison,Pforzheimer,1919,MS.145,2814
Alfred Morrison,Pforzheimer,1919,MS.146,2814
Alfred Morrison,Pforzheimer,1919,MS.147,2814
Alfred Morrison,Pforzheimer,1919,MS.148,2814
Leeds Papers,Pforzheimer,,MS.149,
Alfred Morrison,Pforzheimer,1919,MS.149,2814
Alfred Morrison,Pforzheimer,1919,MS.150,2748
Alfred Morrison,Pforzheimer,1919,MS.151,2754
Alfred Morrison,Pforzheimer,1919,MS.152,3027
Alfred Morrison,Pforzheimer,1919,MS.153,3027
Alfred Morrison,Pforzheimer,1919,MS.154,2754
Alfred Morrison,Pforzheimer,1919,MS.155,2754
Alfred Morrison,Pforzheimer,1919,MS.156,2754
Alfred Morrison,Pforzheimer,1919,MS.157,2754
Sotheby’s,Pforzheimer,1881,MS.158,179
Alfred Morrison,Pforzheimer,1919,MS.158,2754
Alfred Morrison,Pforzheimer,1919,MS.159,2754
Sotheby’s,Pforzheimer,1882,MS.160,145
Alfred Morrison,Pforzheimer,1919,MS.160,2754
Alfred Morrison,Pforzheimer,1919,MS.161,2754
Alfred Morrison,Pforzheimer,1919,MS.162,2754
Alfred Morrison,Pforzheimer,1919,MS.163,2754
Alfred Morrison,Pforzheimer,1919,MS.164,2754
Alfred Morrison,Pforzheimer,1919,MS.165,2754
Alfred Morrison,Pforzheimer,1919,MS.166,2754
Alfred Morrison,Pforzheimer,1919,MS.167,2754
Alfred Morrison,Pforzheimer,1919,MS.168,2754
Alfred Morrison,Pforzheimer,1919,MS.1a,2744
Alfred Morrison,Pforzheimer,1919,MS.1b,2744
Alfred Morrison,Pforzheimer,1919,MS. 1c,2694
Alfred Morrison,Pforzheimer,1919,MS.1d,2744
Alfred Morrison,Pforzheimer,1919,MS.1e,2697
Alfred Morrison,Pforzheimer,1919,MS.1f,2697
Alfred Morrison,Pforzheimer,1919,MS.1g,2744
Alfred Morrison,Pforzheimer,1919,MS.1h,2744
Alfred Morrison,Pforzheimer,1919,MS.1j,2744
Alfred Morrison,Pforzheimer,1919,MS.1l,2744
Alfred Morrison,Pforzheimer,1919,MS.1m,2744
Alfred Morrison,Pforzheimer,1919,MS.1n,3059
Alfred Morrison,Pforzheimer,1919,MS.1p,2744
Alfred Morrison,Pforzheimer,1919,MS.1q,2744
Alfred Morrison,Pforzheimer,1919,MS.1r,2744
Pepys Papers,Pforzheimer,,MS.1s,
Alfred Morrison,Pforzheimer,1919,MS.1s,2744
Leeds Papers,Pforzheimer,,MS.2a,
Alfred Morrison,Pforzheimer,1919,MS.2a,2744
Thorn Drury,Pforzheimer,1932,MS.2aa,2396
Steevens,Pforzheimer,1932,MS.2b,14
Steevens,Pforzheimer,1932,MS.2bb,15
Thorn Drury,Pforzheimer,1932,MS.2c,2396
Thorn Drury,Pforzheimer,1932,MS.2cc,2396
Thorn Drury,Pforzheimer,1932,MS.2d,2396
Steevens,Pforzheimer,1932,MS.2dd,15
Thorn Drury,Pforzheimer,1932,MS.2e,2396
Thorn Drury,Pforzheimer,1919,MS.2f,2395
Thorn Drury,Pforzheimer,1932,MS.2g,2396
Thorn Drury,Pforzheimer,1932,MS.2h,2396
Thorn Drury,Pforzheimer,1932,MS.2i,2396
Thorn Drury,Pforzheimer,1932,MS.2j,2396
