Source,Target,Label,Weight
Henry VI,Edward IV,DIMEV 629;DIMEV 3563,2
Henry VI,Edward the Confessor,DIMEV 2046,1
Henry VI,France,DIMEV 6066,1
Henry VI,Henry V,DIMEV 247,1
Henry VI,Humphrey,DIMEV 629,1
Henry VI,Louis,DIMEV 2046,1
Henry VI,Margaret of Anjou,DIMEV 629,1
Henry VI,Virgin Mary,DIMEV 247,1
Henry VI,chronicles,DIMEV 3151;DIMEV 943;DIMEV 396;DIMEV 6042;DIMEV 247;DIMEV 3152;DIMEV 2046;DIMEV 5015,8
Henry VI,envoys,DIMEV 5693;DIMEV 3554;DIMEV 6060;DIMEV 3563,4
Henry VI,epilogues,DIMEV 3151,1
Henry VI,historical poems,DIMEV 3563;DIMEV 3554;DIMEV 6060;DIMEV 6279;DIMEV 6066,5
Henry VI,historical verse,DIMEV 2037,1
Henry VI,kings of England,DIMEV 5431,1
Henry VI,occasional verse,DIMEV 5693;DIMEV 2037;DIMEV 3554;DIMEV 6168;DIMEV 3152;DIMEV 3841,6
Henry VI,pageant verses,DIMEV 943;DIMEV 3151;DIMEV 3152;DIMEV 396,4
Henry VI,pageants,DIMEV 6060,1
Henry VI,patronage,DIMEV 3840,1
Henry VI,political poems,DIMEV 629;DIMEV 6841;DIMEV 1351,3
Henry VI,prayers,DIMEV 574;DIMEV 3911,2
Henry VII,Bristol,DIMEV 6198,1
Henry VII,Elizabeth of York,DIMEV 1580,1
Henry VII,Ethelbert,DIMEV 3540,1
Henry VII,Garter,DIMEV 4007,1
Henry VII,George,DIMEV 3540,1
Henry VII,Virgin Mary,DIMEV 3540,1
Henry VII,York,DIMEV 3560,1
Henry VII,carols,DIMEV 4007,1
Henry VII,elegies,DIMEV 4088,1
Henry VII,historical verse,DIMEV 3560;DIMEV 3558;DIMEV 3559,3
Henry VII,occasional verse,DIMEV 3559;DIMEV 3560;DIMEV 3558;DIMEV 3540;DIMEV 4007;DIMEV 6198,6
Henry VII,pageant verses,DIMEV 6198;DIMEV 3540,2
Henry VII,political poems,DIMEV 4007,1
Henry VII,youth,DIMEV 5503,1
Henry VIII,Catherine of Aragon,DIMEV 3653,1
Henry VIII,James IV,DIMEV 2999,1
Henry VIII,Mary,DIMEV 4440,1
Henry VIII,carols,DIMEV 3653,1
Henry VIII,clergy,DIMEV 1578,1
Henry VIII,envoys,DIMEV 5445,1
Henry VIII,epitaphs,DIMEV 3958,1
Henry VIII,occasional verse,DIMEV 5455;DIMEV 5445,2
Henry VIII,political poems,DIMEV 5455,1
Henry VIII,prologues,DIMEV 5445,1
Henry VIII,satire,DIMEV 3958,1
Henry VIII,songs,DIMEV 919;DIMEV 205,2
Henry VIII,women,DIMEV 3653,1
Herod,ballads,DIMEV 4761,1
Hilarion,saints’ lives,DIMEV 1500,1
Holy Church,Ten Commandments,DIMEV 1187,1
Holy Church,advice to princes,DIMEV 3565,1
Holy Church,political poems,DIMEV 3565,1
Holy Ghost,charity,DIMEV 3262,1
Holy Ghost,devil,DIMEV 3262,1
Holy Ghost,prayers,DIMEV 4073,1
Holy Ghost,songs,DIMEV 3262,1
Host,Blessed Sacrament,DIMEV 5703,1
Host,Eucharist,DIMEV 5703,1
Host,prayers,DIMEV 5703,1
Host,riddles,DIMEV 2754,1
Host,sermons,DIMEV 5703;DIMEV 4516,2
Host,translations,DIMEV 4516,1
Humphrey,Beaufort,DIMEV 3580,1
Humphrey,Cobham,DIMEV 3580,1
Humphrey,Edward IV,DIMEV 629,1
Humphrey,Fastolf,DIMEV 4390,1
Humphrey,Jacqueline of Hainault,DIMEV 159;DIMEV 5913,2
Humphrey,historical poems,DIMEV 3580;DIMEV 5013,2
Humphrey,historical verse,DIMEV 5913,1
Humphrey,political poems,DIMEV 629,1
Illurin (al. Silverius),saints’ lives,DIMEV 2437,1
Incarnation,carols,DIMEV 119,1
Innocent I,saints’ lives,DIMEV 5336,1
Ireland,English language,DIMEV 937,1
Ireland,devil,DIMEV 6750,1
Isabelle,Despencer,DIMEV 2147,1
Isabelle,virelais,DIMEV 2147,1
Jacqueline of Hainault,historical verse,DIMEV 5913,1
James IV,Scots,DIMEV 251,1
James IV,Tudor,DIMEV 6374,1
James IV,dreams,DIMEV 5681,1
James IV,political verse,DIMEV 251,1
James IV,satire,DIMEV 251,1
James the Great,saints’ lives,DIMEV 4214,1
James the Less,saints’ lives,DIMEV 3787,1
Jerome,riddles,DIMEV 5629,1
Jerome,translations,DIMEV 5629,1
Jews,Alexander,DIMEV 479,1
Jews,Trajan,DIMEV 479,1
Jews,Virgin Mary,DIMEV 5601,1
Jews,exempla,DIMEV 479,1
Jews,innocence,DIMEV 5601,1
Job,advice,DIMEV 925,1
Job,instruction,DIMEV 925,1
John,Charles VII,DIMEV 813,1
John,Otto IV,DIMEV 4037,1
John,Philip II,DIMEV 4037,1
John,advice to princes,DIMEV 6116,1
John,occasional verse,DIMEV 6116,1
John of Beverley,Aethelstan,DIMEV 5186,1
John the Baptist,Herod,DIMEV 5725;DIMEV 5353,2
John the Baptist,hymns,DIMEV 5416,1
John the Baptist,saints’ lives,DIMEV 2529,1
John the Evangelist,carols,DIMEV 3839,1
John the Evangelist,saints’ lives,DIMEV 4624;DIMEV 6004,2
Joseph,virelais,DIMEV 607,1
Joseph and Aseneth,paraphrases,DIMEV 623,1
Joseph and Aseneth,scripture texts,DIMEV 623,1
Joseph of Arimathea,saints’ lives,DIMEV 2934;DIMEV 4864,2
Julian,saints’ lives,DIMEV 6430,1
Julian the apostate,Julian,DIMEV 6430,1
Julian the apostate,saints’ lives,DIMEV 6430,1
Juliana,saints’ lives,DIMEV 5506,1
Katherine,saints’ lives,DIMEV 398,1
Katherine of Alexandria,Barbara,DIMEV 863,1
Katherine of Alexandria,Christine,DIMEV 863,1
Katherine of Alexandria,Margaret,DIMEV 863;DIMEV 2984,2
Katherine of Alexandria,Martha,DIMEV 863,1
Katherine of Alexandria,Mary Magdalene,DIMEV 2984,1
Katherine of Alexandria,Virgin Mary,DIMEV 826,1
Katherine of Alexandria,carols,DIMEV 3095,1
Katherine of Alexandria,grace,DIMEV 826,1
Katherine of Alexandria,saints’ lives,DIMEV 1882;DIMEV 537;DIMEV 5012;DIMEV 4974;DIMEV 1881,5
Katherine of Alexandria,translations,DIMEV 1741,1
Katherine of Sinai,hymns,DIMEV 2983,1
Kent,Fogge,DIMEV 5168,1
Knolles,inscriptions,DIMEV 5808,1
Lai de Freine,lais,DIMEV 6173,1
Lawrence,saints’ lives,DIMEV 3039,1
Leo II,saints’ lives,DIMEV 5728,1
Leo II,translations,DIMEV 3052,1
Lewes,historical poems,DIMEV 4922,1
Lollardy,clergy,DIMEV 5436,1
London,Flint,DIMEV 4272,1
London,apprentices,DIMEV 145,1
London,colophons,DIMEV 2602,1
London,debauchery,DIMEV 145,1
London,fabliaux,DIMEV 145,1
London,herbergage,DIMEV 145,1
London,money,DIMEV 5987,1
London,political poems,DIMEV 3180;DIMEV 5718,2
London,prophecies,DIMEV 5718,1
London,students,DIMEV 3180,1
London,warnings,DIMEV 3180,1
Lord’s Prayer,Ave Maria,DIMEV 851,1
Lord’s Prayer,envoys,DIMEV 729,1
Lord’s Prayer,paraphrases,DIMEV 4308;DIMEV 4298,2
Lord’s Prayer,prayers,DIMEV 851,1
Louis,Charles VII,DIMEV 813,1
Louis,John,DIMEV 813,1
Louis,Robert de Vere,DIMEV 813,1
Lucy,saints’ lives,DIMEV 6862;DIMEV 3296,2
Luke,saints’ lives,DIMEV 1030,1
Luke,sermon texts,DIMEV 4320,1
Machor,saints’ lives,DIMEV 1387,1
Magi,legends,DIMEV 1419,1
Magi,tales,DIMEV 6686,1
Magi,translations,DIMEV 6686,1
Margaret,Barbara,DIMEV 863,1
Margaret,Christine,DIMEV 863,1
Margaret,James IV,DIMEV 4449,1
Margaret,Katherine of Alexandria,DIMEV 826,1
Margaret,Mary Magdalene,DIMEV 2984,1
Margaret,Virgin Mary,DIMEV 826,1
Margaret,envoys,DIMEV 720,1
Margaret,grace,DIMEV 826,1
Margaret,love,DIMEV 2624,1
Margaret,occasional verse,DIMEV 1517,1
Margaret,prologues,DIMEV 720,1
Margaret,saints’ lives,DIMEV 6589;DIMEV 4205;DIMEV 364;DIMEV 4248;DIMEV 4249,5
Margaret,sermon texts,DIMEV 2830,1
Margaret of Anjou,Edward IV,DIMEV 629,1
Margaret of Anjou,Humphrey,DIMEV 629,1
Margaret of Anjou,political poems,DIMEV 629,1
Marina,saints’ lives,DIMEV 1785,1
Marius,saints’ lives,DIMEV 3408,1
Marjory,Erceldoune,DIMEV 6372,1
Mark,saints’ lives,DIMEV 6859,1
Martha,Barbara,DIMEV 863,1
Martha,Christine,DIMEV 863,1
Martha,Fronton,DIMEV 3410,1
Martha,Margaret,DIMEV 863,1
Martha,saints’ lives,DIMEV 3410,1
Martin,Anthony,DIMEV 5160,1
Martin,Macarius,DIMEV 5160,1
Mary,songs,DIMEV 637,1
Mary Magdalene,Christ,DIMEV 3628,1
Mary Magdalene,complaints,DIMEV 3628,1
Mary Magdalene,mystery plays,DIMEV 2151,1
Mary Magdalene,saints’ lives,DIMEV 4928;DIMEV 526;DIMEV 2815;DIMEV 5538;DIMEV 4189,5
Mary Magdalene,women,DIMEV 4383,1
Mary of Egypt,saints’ lives,DIMEV 2770,1
Mathias,saints’ lives,DIMEV 1949,1
Mathias,sermon texts,DIMEV 6128,1
May,James IV,DIMEV 6374,1
May,Tudor,DIMEV 6374,1
May,allegories,DIMEV 6305;DIMEV 6374,2
May,carols,DIMEV 6123,1
May,complaints,DIMEV 2541,1
May,dream poems,DIMEV 6305;DIMEV 6374,2
May,envoys,DIMEV 6305;DIMEV 6056;DIMEV 5459;DIMEV 5724;DIMEV 2541;DIMEV 5348;DIMEV 5676,7
May,love,DIMEV 2541,1
Melchiades [Miltiades],saints’ lives,DIMEV 3463,1
Merlin,Arthurian literature,DIMEV 2807,1
Merlin,Henry IV,DIMEV 1793,1
Merlin,alchemy,DIMEV 675,1
Merlin,catechisms,DIMEV 5715,1
Merlin,chronicles,DIMEV 5169,1
Merlin,debates,DIMEV 675,1
Merlin,dialogues,DIMEV 675,1
Merlin,prophecies,DIMEV 6302;DIMEV 77;DIMEV 952;DIMEV 5169;DIMEV 1793,5
Merlin,romances,DIMEV 2807,1
Methodius,saints’ lives,DIMEV 4993,1
Molins,acrostics,DIMEV 289,1
Molins,love lyrics,DIMEV 289,1
Molins,roundels,DIMEV 289,1
Morton,occasional verse,DIMEV 5633,1
Nativity,Annunciation,DIMEV 394,1
Nativity,Christ,DIMEV 5484;DIMEV 192,2
Nativity,Mary,DIMEV 637,1
Nativity,fragments,DIMEV 4422,1
Nativity,prophecies,DIMEV 192,1
Nativity,songs,DIMEV 5342;DIMEV 394;DIMEV 637,3
Nativity,translations,DIMEV 1512,1
Nature,envoys,DIMEV 3953,1
Nature,lovers,DIMEV 3953,1
Nature,man,DIMEV 1206;DIMEV 4848,2
Nature,morality plays,DIMEV 5189,1
Nature,prologues,DIMEV 1206,1
Neville’s Cross,historical poems,DIMEV 3249,1
Nicholas,carols,DIMEV 2564,1
Ninian,saints’ lives,DIMEV 5747,1
Noah,Biblical history,DIMEV 1662,1
Noah,tales,DIMEV 1662,1
Norbert,envoys,DIMEV 2973,1
Norbert,saints’ lives,DIMEV 2973,1
Northampton,allegories,DIMEV 4134,1
Northampton,historical poems,DIMEV 4134,1
Norwich,Brasier,DIMEV 4478,1
Norwich,Marsham,DIMEV 5023;DIMEV 968,2
Norwich,historical poems,DIMEV 3677;DIMEV 6609,2
Norwich,inscriptions,DIMEV 5023,1
Norwich,justice,DIMEV 3677;DIMEV 6609,2
Nottingham,inscriptions,DIMEV 1799,1
Nycasie,saints’ lives,DIMEV 236,1
Occasional poems,envoys,DIMEV 1480,1
Occasional poems,love lyrics,DIMEV 1480,1
Old Testament,Job,DIMEV 3551,1
Old Testament,carols,DIMEV 216,1
Old Testament,paraphrases,DIMEV 5607;DIMEV 1553,2
On the Company of Lovers,envoys,DIMEV 2308,1
On the Company of Lovers,lovers,DIMEV 2308,1
Orleans,Scots,DIMEV 4290,1
Oswald,exempla,DIMEV 2491,1
Oswin,saints’ lives,DIMEV 2580,1
Otterburn,Percy,DIMEV 2713,1
Otto IV,Philip II,DIMEV 4037,1
Palaan,exempla,DIMEV 2655,1
Passion,Christ,DIMEV 3786;DIMEV 4139;DIMEV 3617;DIMEV 3124;DIMEV 3234;DIMEV 6574;DIMEV 3235;DIMEV 3659;DIMEV 3488;DIMEV 2901;DIMEV 2566;DIMEV 2935;DIMEV 2915;DIMEV 6336;DIMEV 6331;DIMEV 2829;DIMEV 1758;DIMEV 2856;DIMEV 2494;DIMEV 987;DIMEV 6340;DIMEV 5314,22
Passion,Cross,DIMEV 1758,1
Passion,Gwynneth,DIMEV 6551,1
Passion,Virgin Mary,DIMEV 889;DIMEV 539,2
Passion,carols,DIMEV 889,1
Passion,dialogues,DIMEV 5653;DIMEV 3424,2
Passion,envoys,DIMEV 2566,1
Passion,heraldry,DIMEV 751,1
Passion,illustrations,DIMEV 5945;DIMEV 6513;DIMEV 5382;DIMEV 5314,4
Passion,original sin,DIMEV 5307,1
Passion,prayers,DIMEV 5945,1
Passion,songs,DIMEV 5402;DIMEV 6551,2
Passion,translations,DIMEV 4518;DIMEV 6338,2
Paston,Brews,DIMEV 2723,1
Paston,Pympe,DIMEV 1448,1
Paston,letters,DIMEV 2273,1
Paston,money,DIMEV 2273,1
Patrick,legends,DIMEV 1607,1
Patrick,saints’ lives,DIMEV 524;DIMEV 2921,2
Patrick,visions,DIMEV 524,1
Paul,John the apostle,DIMEV 2954,1
Paul,advice,DIMEV 2454,1
Paul,legends,DIMEV 3118;DIMEV 4814,2
Paul,saints’ lives,DIMEV 534,1
Paul(in) the Hermit,saints’ lives,DIMEV 4257,1
Paula,saints’ lives,DIMEV 1181,1
Peasants’ Revolt (1381),evils of the time,DIMEV 6856,1
Peasants’ Revolt (1381),historical poems,DIMEV 2956;DIMEV 2957;DIMEV 2953;DIMEV 5118,4
Peasants’ Revolt (1381),satire,DIMEV 2781,1
Pelagia,saints’ lives,DIMEV 6860,1
Percy,chronicles,DIMEV 1033,1
Peres,saints’ lives,DIMEV 4746,1
Peter,Paul,DIMEV 4748;DIMEV 5800;DIMEV 6087,3
Peter,saints’ lives,DIMEV 4363,1
Peter,sermon texts,DIMEV 1790,1
Peter of Birmingham,Ireland,DIMEV 4885,1
Petrarch,links,DIMEV 4860,1
Petronilla,saints’ lives,DIMEV 5433,1
Philip,envoys,DIMEV 5838,1
Philip,historical poems,DIMEV 5838,1
Philip,saints’ lives,DIMEV 4206,1
Purification,carols,DIMEV 817,1
Purification,miracles,DIMEV 169,1
Purification,sermon texts,DIMEV 1436;DIMEV 3539,2
Redesdale,Kent,DIMEV 1550,1
Remigius,saints’ lives,DIMEV 5333,1
Richard II,Charles VII,DIMEV 813,1
Richard II,John,DIMEV 813,1
Richard II,Louis,DIMEV 813,1
Richard II,Robert de Vere,DIMEV 813,1
Richard II,Thomas,DIMEV 813,1
Richard II,alliterative unrhymed,DIMEV 2094;DIMEV 503,2
Richard II,commemorative verse,DIMEV 6498,1
Richard II,epitaphs,DIMEV 4362,1
Richard II,historical poems,DIMEV 6498,1
Richard II,national policy,DIMEV 2094;DIMEV 503,2
Richard III,Elizabeth of York,DIMEV 1605,1
Richard III,chronicles,DIMEV 5229,1
Richard III,dogs,DIMEV 6370,1
Richard III,inscriptions,DIMEV 5229,1
Richard of Chichester,prayers,DIMEV 1549,1
Ripon,Aethelstan,DIMEV 6767,1
Robert II,Moor,DIMEV 4950,1
Robert de Vere,Charles VII,DIMEV 813,1
Robert de Vere,John,DIMEV 813,1
Robert of Bury,prayers,DIMEV 1717;DIMEV 1702,2
Robert of Sicily,legends,DIMEV 4415,1
Robert of Sicily,tales,DIMEV 5745,1
Robin Hood,advice,DIMEV 4878,1
Robin Hood,ballads,DIMEV 2194,1
Robin Hood,dialogues,DIMEV 2585,1
Robin Hood,monks,DIMEV 2586,1
Robin Hood,nonsense verse,DIMEV 795,1
Roch,introductions,DIMEV 4215,1
Roch,prayers,DIMEV 4215,1
Rome,chronicles,DIMEV 4513,1
Rome,pestilence,DIMEV 4942,1
Rome,translations,DIMEV 4331,1
Rouen,Henry V,DIMEV 1601,1
Saint Andrea,death,DIMEV 186,1
Saint Bernard,Passion,DIMEV 824,1
Saint Bernard,Virgin Mary,DIMEV 824,1
Saint Bernard,dialogues,DIMEV 824,1
Saint Bernard,sins,DIMEV 825,1
Saint Cecilia,Idleness,DIMEV 5405,1
Satan,Adam and Eve,DIMEV 2644,1
Satan,devil,DIMEV 2881;DIMEV 5265;DIMEV 4013,3
Satan,exempla,DIMEV 489,1
Satan,friars,DIMEV 4013,1
Satan,illustrations,DIMEV 3936,1
Satan,physicians,DIMEV 528,1
Satan,sermons,DIMEV 5265,1
Satan,sins,DIMEV 5994,1
Satan,transitoriness,DIMEV 958,1
Satan,translations,DIMEV 5265,1
Saunders,historical poems,DIMEV 2797,1
Saunders,occasional verse,DIMEV 2797,1
Saunders,protest verse,DIMEV 2797,1
Schism,popes,DIMEV 3083,1
Scotland,Edward IV,DIMEV 5973,1
Scotland,Scots,DIMEV 4267,1
Scotland,chronicles,DIMEV 5973,1
Scots,Bannockburn,DIMEV 3331,1
Scots,Scotland,DIMEV 4296,1
Scots,chronicles,DIMEV 3165;DIMEV 6061;DIMEV 4268;DIMEV 4372,4
Scots,historical poems,DIMEV 3331;DIMEV 1384;DIMEV 5618,3
Scots,political poems,DIMEV 538,1
Scots,songs,DIMEV 1384;DIMEV 5618,2
Scots,translations,DIMEV 4268,1
Scrope,carols,DIMEV 5212,1
Scrope,political poems,DIMEV 5212,1
Sebastian,introductions,DIMEV 4216,1
Sebastian,prayers,DIMEV 872;DIMEV 4216,2
Sigismund,translations,DIMEV 1272,1
Simnel,Ireland,DIMEV 4076,1
Simplice and Faustine,saints’ lives,DIMEV 6085,1
Solomon,tales,DIMEV 1955,1
Somer,court life,DIMEV 6802,1
Somer,friends,DIMEV 6802,1
Sother,saints’ lives,DIMEV 5010,1
Spenser,inscriptions,DIMEV 2011,1
Sphinx,riddles,DIMEV 6560,1
Sphinx,sermons,DIMEV 6560,1
Spycere,Virgin Mary,DIMEV 3425,1
Spycere,inscriptions,DIMEV 3425,1
Spyeer,inscriptions,DIMEV 2243,1
St. Gregory’s Trental,prayers,DIMEV 1610,1
St. Valentine’s Day,love lyrics,DIMEV 6310,1
Stanley,Brampton,DIMEV 4040,1
Stanley,Elizabeth of York,DIMEV 1605,1
Stanley,Flodden Field,DIMEV 4040,1
Stanley,Richard III,DIMEV 1605,1
Stanley,allegories,DIMEV 5919,1
Stanley,historical poems,DIMEV 4040;DIMEV 1614;DIMEV 1605,3
Stanley,history,DIMEV 1656,1
Stephen,Herod,DIMEV 4761,1
Stephen,ballads,DIMEV 4761,1
Stephen,carols,DIMEV 2645;DIMEV 2276,2
Stephen,kings of England,DIMEV 3658,1
Stephen,saints’ lives,DIMEV 5439,1
Stephen,sermon texts,DIMEV 1780,1
Stewart,elegies,DIMEV 2438,1
Stubbe,Buxton,DIMEV 2001,1
Sylvester,saints’ lives,DIMEV 555,1
Taverner,songs,DIMEV 3611,1
Ten Commandments,Creed,DIMEV 2914,1
Ten Commandments,Cross,DIMEV 2914,1
Ten Commandments,Lord’s Prayer,DIMEV 2914,1
Ten Commandments,didactic verse,DIMEV 3696,1
Ten Commandments,faith,DIMEV 1319,1
Ten Commandments,mercy,DIMEV 1319,1
Ten Commandments,paraphrases,DIMEV 5273;DIMEV 323,2
Ten Commandments,prayers,DIMEV 2685,1
Ten Commandments,sermons,DIMEV 5103,1
Ten Commandments,translations,DIMEV 5103,1
Ten Commandments,virtues,DIMEV 1319,1
Thais,exempla,DIMEV 4975,1
The Duke of Orleans’ Defence of the Scots,Orleans,DIMEV 4290,1
The Duke of Orleans’ Defence of the Scots,Scots,DIMEV 4290,1
The Five Dogs of London,Richard III,DIMEV 6370,1
The Five Dogs of London,dogs,DIMEV 6370,1
The Five Dogs of London,evils of the time,DIMEV 6370,1
The Five Dogs of London,historical poems,DIMEV 6370,1
The Game of Love,envoys,DIMEV 721,1
The Game of Love,love,DIMEV 721,1
The Seven Principal Virtues,virtues,DIMEV 3339,1
The White Benedictus,charms,DIMEV 4365,1
Thecla,saints’ lives,DIMEV 6389,1
Theobaldus of Champagne,Charlemagne,DIMEV 1818,1
Theobaldus of Champagne,exempla,DIMEV 1818,1
Theodora,saints’ lives,DIMEV 3470,1
Theophilus,Virgin Mary,DIMEV 5554;DIMEV 10;DIMEV 3109,3
Theophilus,miracles,DIMEV 5554;DIMEV 3109,2
Theseus,Courtly Love,DIMEV 6530,1
Theseus,Fortune,DIMEV 6530,1
Thomas,Charles VII,DIMEV 813,1
Thomas,John,DIMEV 813,1
Thomas,Louis,DIMEV 813,1
Thomas,Robert de Vere,DIMEV 813,1
Thomas,prayers,DIMEV 4285,1
Thomas of Canterbury,carols,DIMEV 3113;DIMEV 1379,2
Thomas of Canterbury,envoys,DIMEV 4856,1
Thomas of Canterbury,hymns,DIMEV 2047,1
Thomas of Canterbury,prayers,DIMEV 873,1
Thomas of Canterbury,prophecies,DIMEV 5810,1
Thomas of Canterbury,saints’ lives,DIMEV 1507;DIMEV 4119;DIMEV 2911;DIMEV 6687,4
Thomas of Canterbury,sermon texts,DIMEV 4631;DIMEV 2942,2
Thomas the apostle,faith,DIMEV 6501,1
Thomas the apostle,saints’ lives,DIMEV 4207;DIMEV 4766,2
Thomas the apostle,sermon texts,DIMEV 5807,1
Tottenham,tales,DIMEV 4143,1
Tottenham (Gloucs.),tales,DIMEV 3788,1
Tournay,historical poems,DIMEV 6057,1
Towton (Yorks.),carols,DIMEV 2301,1
Towton (Yorks.),historical poems,DIMEV 2301,1
Trajan,exempla,DIMEV 479,1
Trental of St Gregory,Gregory,DIMEV 134;DIMEV 2777,2
Trental of St Gregory,exempla,DIMEV 134;DIMEV 2777,2
Trevisa,England,DIMEV 1192,1
Trevisa,chronicles,DIMEV 1192,1
Trinity,Christ and His Apostles,DIMEV 4813,1
Trinity,carols,DIMEV 472,1
Trinity,prayers,DIMEV 424,1
Troilus and Cressida,Troy,DIMEV 5248,1
Troilus and Cressida,romances,DIMEV 5248,1
Troy,envoys,DIMEV 3995,1
Troy,fragments,DIMEV 465,1
Troy,songs,DIMEV 465,1
Troy,translations,DIMEV 3443,1
Troy,two-line,DIMEV 3995,1
Tudor,epitaphs,DIMEV 4482,1
Tutivillus,religious observance,DIMEV 2021,1
Tutivillus,women,DIMEV 6084,1
Udersall,Clark,DIMEV 5772,1
Udersall,skeltonics,DIMEV 5772,1
Ursula,Arthur,DIMEV 3309,1
Ursula,Catherine of Aragon,DIMEV 3309,1
Ursula,occasional verse,DIMEV 3309,1
Ursula,pageant verses,DIMEV 3309,1
Ursula,saints’ lives,DIMEV 6720,1
Valentine,Virgin Mary,DIMEV 4770;DIMEV 4769,2
Valentine,envoys,DIMEV 4770;DIMEV 4769,2
Venerable Bede,Alcuin of York,DIMEV 4779,1
Venus,Cupid,DIMEV 828,1
Venus,Diana,DIMEV 5964,1
Venus,chansons d’aventure,DIMEV 2604,1
Venus,complaints,DIMEV 5590,1
Venus,dialogues,DIMEV 2604,1
Venus,dream visions,DIMEV 6131,1
Venus,envoys,DIMEV 2604;DIMEV 5590,2
Venus,letters,DIMEV 5298,1
Venus,love,DIMEV 5964,1
Vere,envoys,DIMEV 1762,1
Vincent,saints’ lives,DIMEV 5735,1
Virgin Mary,Annunciation,DIMEV 1706;DIMEV 4704;DIMEV 1484,3
Virgin Mary,Ave Maria,DIMEV 3030;DIMEV 735,2
Virgin Mary,Bernard of Clairveaux,DIMEV 3066;DIMEV 5020;DIMEV 1275,3
Virgin Mary,Christ,DIMEV 6409;DIMEV 3450;DIMEV 6018;DIMEV 3918;DIMEV 3376;DIMEV 860;DIMEV 2767,7
Virgin Mary,Creed,DIMEV 2227,1
Virgin Mary,Cross,DIMEV 3956;DIMEV 4319,2
Virgin Mary,Godric,DIMEV 4701,1
Virgin Mary,Henry VII,DIMEV 1936,1
Virgin Mary,Idleness,DIMEV 5405,1
Virgin Mary,Jews,DIMEV 3217,1
Virgin Mary,Joachim and Anna,DIMEV 115,1
Virgin Mary,John the apostle,DIMEV 3271,1
Virgin Mary,Katherine of Alexandria,DIMEV 1741,1
Virgin Mary,Passion,DIMEV 3066;DIMEV 824;DIMEV 5020,3
Virgin Mary,Purification,DIMEV 1436;DIMEV 3539,2
Virgin Mary,Saint Cecilia,DIMEV 5405,1
Virgin Mary,Satan,DIMEV 3936,1
Virgin Mary,Stanley,DIMEV 5064,1
Virgin Mary,Virgin Mary and Christ,DIMEV 6018;DIMEV 673,2
Virgin Mary,acrostics,DIMEV 741;DIMEV 1698;DIMEV 1683,3
Virgin Mary,allegories,DIMEV 2452,1
Virgin Mary,angels,DIMEV 3936,1
Virgin Mary,carols,DIMEV 1495;DIMEV 869;DIMEV 889;DIMEV 3427;DIMEV 6724;DIMEV 3413;DIMEV 1709;DIMEV 475;DIMEV 636;DIMEV 978;DIMEV 470;DIMEV 3436;DIMEV 4011;DIMEV 471;DIMEV 823;DIMEV 469;DIMEV 1492;DIMEV 127;DIMEV 5275;DIMEV 3852;DIMEV 473,21
Virgin Mary,chronicles,DIMEV 247,1
Virgin Mary,crucifixion,DIMEV 295,1
Virgin Mary,death,DIMEV 3615;DIMEV 3936,2
Virgin Mary,debates,DIMEV 4319,1
Virgin Mary,devil,DIMEV 6660;DIMEV 2758;DIMEV 2767,3
Virgin Mary,dialogues,DIMEV 5030;DIMEV 619;DIMEV 3326;DIMEV 2089,4
Virgin Mary,dream visions,DIMEV 843,1
Virgin Mary,envoys,DIMEV 757;DIMEV 4431;DIMEV 4769;DIMEV 4770;DIMEV 843;DIMEV 4091;DIMEV 1534,7
Virgin Mary,exempla,DIMEV 3438,1
Virgin Mary,friars,DIMEV 2864,1
Virgin Mary,grace,DIMEV 826,1
Virgin Mary,harlotry,DIMEV 1594,1
Virgin Mary,hymns,DIMEV 3993,1
Virgin Mary,illustrations,DIMEV 3936;DIMEV 294,2
Virgin Mary,indulgences,DIMEV 797,1
Virgin Mary,inscriptions,DIMEV 3425,1
Virgin Mary,laments,DIMEV 667;DIMEV 3777;DIMEV 3119;DIMEV 2442;DIMEV 5851;DIMEV 2461,6
Virgin Mary,legends,DIMEV 3523;DIMEV 6596;DIMEV 122,3
Virgin Mary,lullabies,DIMEV 3300,1
Virgin Mary,merchants,DIMEV 700,1
Virgin Mary,miracles,DIMEV 3243;DIMEV 85;DIMEV 3030;DIMEV 74;DIMEV 2485;DIMEV 2950;DIMEV 84;DIMEV 11;DIMEV 5554;DIMEV 2579;DIMEV 5214;DIMEV 3438;DIMEV 4089;DIMEV 1594;DIMEV 83;DIMEV 4875;DIMEV 3913;DIMEV 3217;DIMEV 2864;DIMEV 3258;DIMEV 82;DIMEV 2852,22
Virgin Mary,monks,DIMEV 3030;DIMEV 153,2
Virgin Mary,odes,DIMEV 3993,1
Virgin Mary,penitence,DIMEV 1735,1
Virgin Mary,plague,DIMEV 3910,1
Virgin Mary,prayers,DIMEV 3476;DIMEV 3428;DIMEV 3429;DIMEV 2241;DIMEV 5071,5
Virgin Mary,prologues,DIMEV 6690,1
Virgin Mary,sermon texts,DIMEV 1436;DIMEV 3539,2
Virgin Mary,sermons,DIMEV 3428;DIMEV 2388;DIMEV 2507,3
Virgin Mary,songs,DIMEV 1162;DIMEV 105;DIMEV 5030;DIMEV 2281;DIMEV 4270,5
Virgin Mary,tales,DIMEV 4233,1
