Source,Target,Label,Weight
fasting,proverbs,DIMEV 5130,1
fate,mortality,DIMEV 403,1
fate,sermons,DIMEV 403,1
feasts,sermons,DIMEV 4965,1
fifteen,Christ,DIMEV 3943;DIMEV 3947;DIMEV 2804;DIMEV 3941,4
fifteen,envoys,DIMEV 3943,1
flatterers,speech,DIMEV 416,1
flatterers,translations,DIMEV 2410,1
flood,Biblical history,DIMEV 1662,1
flood,Noah,DIMEV 1662,1
flood,tales,DIMEV 1662,1
flowers,Margaret,DIMEV 2624,1
flowers,love,DIMEV 2624,1
flowers,songs,DIMEV 3328,1
food,proverbs,DIMEV 6699,1
food,translations,DIMEV 6699,1
forests,Edward the Confessor,DIMEV 2161,1
forests,charters,DIMEV 2161,1
fragments,adversity,DIMEV 1363,1
fragments,advice,DIMEV 3345,1
fragments,birds,DIMEV 504,1
fragments,complaints,DIMEV 669,1
fragments,dogs,DIMEV 5427,1
fragments,heaven,DIMEV 504,1
fragments,inscriptions,DIMEV 1651;DIMEV 4963;DIMEV 1363,3
fragments,love songs,DIMEV 1357,1
fragments,lovers,DIMEV 451;DIMEV 1357,2
fragments,meditations,DIMEV 1842,1
fragments,merchants,DIMEV 1651,1
fragments,old age,DIMEV 6328,1
fragments,prayers,DIMEV 4028,1
fragments,proverbs,DIMEV 1363,1
fragments,repentance,DIMEV 18;DIMEV 6612,2
fragments,sins,DIMEV 6484,1
fragments,songs,DIMEV 6883;DIMEV 465,2
fragments,swearers,DIMEV 6612,1
fragments,translations,DIMEV 6612,1
fragments,women,DIMEV 6328,1
frames,death,DIMEV 508,1
frames,madness,DIMEV 508,1
frames,money,DIMEV 508,1
friars,Berwick (Scot.),DIMEV 726,1
friars,Church corruption,DIMEV 3255,1
friars,Francis of Assisi,DIMEV 5737,1
friars,Lollardy,DIMEV 6562,1
friars,contest,DIMEV 5756,1
friars,dream visions,DIMEV 5737,1
friars,poverty,DIMEV 6752,1
friars,precepts,DIMEV 1559,1
friars,sermons,DIMEV 1807,1
friars,songs,DIMEV 1324,1
friars,testaments,DIMEV 6752,1
friends,Fortune,DIMEV 6510,1
friends,advice to princes,DIMEV 4990;DIMEV 5965,2
friends,anger,DIMEV 2254,1
friends,contemporary conditions,DIMEV 610,1
friends,counsel,DIMEV 6478,1
friends,envoys,DIMEV 2490;DIMEV 5965,2
friends,epilogues,DIMEV 5965,1
friends,evil living,DIMEV 1916,1
friends,evils of the time,DIMEV 4990,1
friends,executors,DIMEV 6217,1
friends,joyful life,DIMEV 1460,1
friends,love,DIMEV 5965,1
friends,marriage,DIMEV 5302,1
friends,money,DIMEV 6525,1
friends,mutability,DIMEV 6510,1
friends,proverbs,DIMEV 6525;DIMEV 180,2
friends,security,DIMEV 1460,1
friends,sermons,DIMEV 6311,1
friends,songs,DIMEV 2254;DIMEV 6208,2
friends,transitoriness,DIMEV 6510;DIMEV 4990,2
friends,translations,DIMEV 6525;DIMEV 6478,2
friends,wives,DIMEV 5302,1
gallants,illustrations,DIMEV 268,1
gallants,jousts,DIMEV 3692,1
gallants,satire,DIMEV 3692,1
gallants,tournaments,DIMEV 3692,1
games,children’s rhymes,DIMEV 15;DIMEV 2,2
games,erotic verse,DIMEV 728,1
games,sermons,DIMEV 728;DIMEV 15;DIMEV 2,3
games,women,DIMEV 728,1
gentillesse,love,DIMEV 725,1
gentillesse,marvels,DIMEV 725,1
gentleman,proverbs,DIMEV 2745,1
geographical writings,pilgrims/pilgrimage,DIMEV 1909,1
glosses,Piers Plowman,DIMEV 4025,1
glosses,translations,DIMEV 4237;DIMEV 1430;DIMEV 5867;DIMEV 6017;DIMEV 4382;DIMEV 2391;DIMEV 5250;DIMEV 5520;DIMEV 6030;DIMEV 2367;DIMEV 4524;DIMEV 1414;DIMEV 5463;DIMEV 4223;DIMEV 4217;DIMEV 4234;DIMEV 4839;DIMEV 5723;DIMEV 838;DIMEV 199;DIMEV 5984;DIMEV 840;DIMEV 4222;DIMEV 5894;DIMEV 645,25
good deeds,advice,DIMEV 6546,1
good deeds,almsgiving,DIMEV 1134;DIMEV 6546,2
good deeds,wealth,DIMEV 6546,1
gossip,carols,DIMEV 3795,1
gossip,falseness,DIMEV 5465,1
gossip,oaths,DIMEV 5465,1
governance,servants,DIMEV 5531,1
grace,Christ,DIMEV 913,1
grace,Katherine of Alexandria,DIMEV 826,1
grace,Margaret,DIMEV 826,1
grace,Virgin Mary,DIMEV 826,1
grace,Winchester,DIMEV 3456,1
grace,grace,DIMEV 826,1
grace,letters,DIMEV 2164,1
grace,penitence,DIMEV 1631,1
grace,prayers,DIMEV 6622,1
grace,songs,DIMEV 3456,1
grace,translations,DIMEV 3371,1
gratitude to God,inscriptions,DIMEV 4460,1
greed,James I,DIMEV 60,1
greed,advice,DIMEV 35,1
greed,fragments,DIMEV 1651,1
greed,inscriptions,DIMEV 1651,1
greed,merchants,DIMEV 1651,1
greed,translations,DIMEV 5786,1
greyhounds,hunting,DIMEV 5938,1
greyhounds,utilitarian verse,DIMEV 5938,1
hawking,Worthies,DIMEV 2611,1
hawking,ages of man’s life,DIMEV 2611,1
hawking,hunting,DIMEV 2611,1
hawking,national policy,DIMEV 2611,1
heaven,advice,DIMEV 466;DIMEV 2264,2
heaven,aphorisms,DIMEV 659,1
heaven,birds,DIMEV 504,1
heaven,hell,DIMEV 466,1
heaven,instruction,DIMEV 3359,1
heaven,songs,DIMEV 1084,1
heaven,visions,DIMEV 2264,1
hedging,superstitions,DIMEV 3362,1
hell,Ten Commandments,DIMEV 5813,1
hell,advice,DIMEV 466;DIMEV 1133,2
hell,aphorisms,DIMEV 2472,1
hell,death,DIMEV 4462;DIMEV 1310,2
hell,repentance,DIMEV 4462,1
hell,transitoriness,DIMEV 4462,1
hell,women,DIMEV 591,1
heraldry,dragons,DIMEV 5286,1
herbals,gardening,DIMEV 4834,1
herbals,prefaces,DIMEV 5657,1
herbergage,infidelity,DIMEV 6206,1
hermits,outlaws,DIMEV 440,1
historical poems,Barber,DIMEV 4149,1
historical poems,Elizabeth of York,DIMEV 1605,1
historical poems,Erceldoune,DIMEV 6372,1
historical poems,Flemings,DIMEV 6440,1
historical poems,Flemish insurrection,DIMEV 3115,1
historical poems,Fortune,DIMEV 5918,1
historical poems,Fraser,DIMEV 3111,1
historical poems,Guines,DIMEV 6223,1
historical poems,Halidon Hill,DIMEV 5586,1
historical poems,Henry VI,DIMEV 5431,1
historical poems,Kent,DIMEV 1550,1
historical poems,Marjory,DIMEV 6372,1
historical poems,Neville,DIMEV 6180,1
historical poems,Neville’s Cross,DIMEV 4861,1
historical poems,Oldcastle,DIMEV 5366,1
historical poems,Otterburn,DIMEV 2713,1
historical poems,Peasants’ Revolt (1381),DIMEV 6856,1
historical poems,Percy,DIMEV 2713,1
historical poems,Redesdale,DIMEV 1550,1
historical poems,Richard II,DIMEV 5569,1
historical poems,Richard III,DIMEV 1605;DIMEV 6370,2
historical poems,Scotland,DIMEV 4045,1
historical poems,Sluys,DIMEV 3520,1
historical poems,Spaniards,DIMEV 2334,1
historical poems,Stanley,DIMEV 1656;DIMEV 3779,2
historical poems,Stewart,DIMEV 4468,1
historical poems,Wars of the Roses,DIMEV 2928,1
historical poems,Whitby Haven,DIMEV 4919,1
historical poems,allegories,DIMEV 4134;DIMEV 5569,2
historical poems,ballads,DIMEV 5432,1
historical poems,chronicles,DIMEV 2298;DIMEV 1857;DIMEV 6440,3
historical poems,commemorative verse,DIMEV 6498,1
historical poems,dogs,DIMEV 6370,1
historical poems,envoys,DIMEV 3554;DIMEV 5838;DIMEV 3563,3
historical poems,evils of the time,DIMEV 6856;DIMEV 6370,2
historical poems,history,DIMEV 1656,1
historical poems,justice,DIMEV 3677;DIMEV 6609,2
historical poems,kings of England,DIMEV 5731;DIMEV 5431,2
historical poems,pageants,DIMEV 6060,1
historical poems,parodies,DIMEV 2610,1
historical poems,peace,DIMEV 2928,1
historical poems,political poems,DIMEV 1527,1
historical poems,protest verse,DIMEV 2797,1
historical poems,rebellion of 1469,DIMEV 2348,1
historical poems,satire,DIMEV 2610;DIMEV 6677,2
historical poems,simony,DIMEV 6677,1
historical poems,skeltonics,DIMEV 4456,1
historical poems,songs,DIMEV 1384;DIMEV 5618,2
historical poems,wool,DIMEV 1527,1
historical verse,Richard III,DIMEV 5229,1
historical verse,Scotland,DIMEV 4296,1
historical verse,Scots,DIMEV 4296,1
historical verse,chronicles,DIMEV 5229,1
historical verse,history,DIMEV 4296,1
historical verse,inscriptions,DIMEV 5229,1
historical verse,occasional verse,DIMEV 532,1
history,Scotland,DIMEV 4296,1
history,Scots,DIMEV 4296,1
history,Stafford,DIMEV 348,1
history,Vere,DIMEV 1762,1
history,envoys,DIMEV 1762,1
history,prayers,DIMEV 217,1
hoarding,avarice,DIMEV 2075,1
hoarding,women,DIMEV 2075,1
honor,translations,DIMEV 389,1
hope,Fortune,DIMEV 2071,1
hope,Taverner,DIMEV 3611,1
hope,debates,DIMEV 627,1
hope,envoys,DIMEV 1130,1
hope,love,DIMEV 5975,1
hope,lovers,DIMEV 3611;DIMEV 5975,2
hope,songs,DIMEV 3611,1
hope,translations,DIMEV 2072,1
horses,medicine,DIMEV 1951,1
horses,utilitarian instructions,DIMEV 5224;DIMEV 2423,2
human life,Fortune,DIMEV 2998,1
human life,ages of man’s life,DIMEV 5276,1
human life,evils of the time,DIMEV 4340,1
human life,months,DIMEV 5276,1
human life,mortality,DIMEV 2421;DIMEV 284,2
human life,sermons,DIMEV 187,1
human life,transitoriness,DIMEV 107;DIMEV 2421;DIMEV 4340;DIMEV 604,4
human life,translations,DIMEV 2998,1
humility,translations,DIMEV 783,1
hunting,Worthies,DIMEV 2611,1
hunting,advice,DIMEV 4289,1
hunting,ages of man’s life,DIMEV 2611,1
hunting,allegorical poems,DIMEV 112,1
hunting,aphorisms,DIMEV 1438,1
hunting,ballads,DIMEV 1577,1
hunting,hares,DIMEV 5319,1
hunting,irregular,DIMEV 484,1
hunting,national policy,DIMEV 2611,1
hunting,testaments,DIMEV 625,1
hunting,utilitarian verse,DIMEV 5938,1
husbands,carols,DIMEV 371,1
husbands,dialogues,DIMEV 2904,1
husbands,erotic verse,DIMEV 4138,1
husbands,friars,DIMEV 3304,1
husbands,marriage,DIMEV 3304;DIMEV 5300,2
husbands,women,DIMEV 3073,1
hymns,Alban,DIMEV 3833,1
hymns,Anne,DIMEV 1491,1
hymns,Annunciation,DIMEV 733,1
hymns,Bridget,DIMEV 1727,1
hymns,Creation,DIMEV 4254,1
hymns,Francis of Assisi,DIMEV 4776,1
hymns,John the Evangelist,DIMEV 4421,1
hymns,Passion,DIMEV 4518,1
hymns,Trinity,DIMEV 3894;DIMEV 3893;DIMEV 3915;DIMEV 3892;DIMEV 3891;DIMEV 3876,6
hymns,Virgin Mary and Christ,DIMEV 3544;DIMEV 4708,2
hymns,Winifred,DIMEV 2977,1
hymns,crucifixion,DIMEV 3969,1
hymns,paraphrases,DIMEV 1005,1
hymns,parodies,DIMEV 5523,1
hymns,parody,DIMEV 5523,1
hymns,translations,DIMEV 5360;DIMEV 4518;DIMEV 5359;DIMEV 2997;DIMEV 1469;DIMEV 4330;DIMEV 2044,7
illusion,Breton lays,DIMEV 2476,1
illustrations,Christ,DIMEV 1336;DIMEV 5425;DIMEV 2284;DIMEV 2405;DIMEV 4791;DIMEV 5623,6
illustrations,Cross,DIMEV 5670,1
illustrations,Gawain,DIMEV 3642,1
illustrations,Scotland,DIMEV 856,1
illustrations,alchemical poems,DIMEV 4274;DIMEV 2623,2
illustrations,alchemy,DIMEV 5447,1
illustrations,crucifixion,DIMEV 5425;DIMEV 1336;DIMEV 4791,3
illustrations,death,DIMEV 2190;DIMEV 4003,2
illustrations,heraldry,DIMEV 4869,1
illustrations,indulgences,DIMEV 4610,1
illustrations,love,DIMEV 2284,1
illustrations,mercy,DIMEV 5858,1
illustrations,mottoes,DIMEV 4789,1
illustrations,prayers,DIMEV 5945,1
illustrations,religious observance,DIMEV 5492,1
illustrations,riddles,DIMEV 2392,1
illustrations,sinners,DIMEV 2111,1
illustrations,utilitarian verse,DIMEV 2439,1
impossibilities,dialogues,DIMEV 2135,1
impossibilities,evils of the time,DIMEV 6606,1
incest,tales,DIMEV 1788;DIMEV 2916,2
indulgences,illustrations,DIMEV 6023,1
infidelity,Italy,DIMEV 6535,1
ingratitude,aphorisms,DIMEV 2801,1
ingratitude,epilogues,DIMEV 5761,1
ingratitude,translations,DIMEV 2801;DIMEV 778,2
innocence,Virgin Mary,DIMEV 5601,1
innocence,sacrifice,DIMEV 5599,1
inscriptions,Amys,DIMEV 2140,1
inscriptions,Anna de Hem,DIMEV 1959,1
inscriptions,Baret,DIMEV 6809,1
inscriptions,Barton,DIMEV 2959,1
inscriptions,Bath,DIMEV 5667,1
inscriptions,Bontfant,DIMEV 4397,1
inscriptions,Brasier,DIMEV 4478,1
inscriptions,Brigge,DIMEV 1994,1
inscriptions,Burlton,DIMEV 4027,1
inscriptions,Buxton,DIMEV 2001,1
inscriptions,Cantlow,DIMEV 5667,1
inscriptions,Caxton,DIMEV 4395,1
inscriptions,Chamberleyn,DIMEV 2926,1
inscriptions,Chichele,DIMEV 5047,1
inscriptions,Christ,DIMEV 6018;DIMEV 5781;DIMEV 6733;DIMEV 6409,4
inscriptions,Coppyn,DIMEV 2963,1
inscriptions,Denis,DIMEV 4581,1
inscriptions,Drury,DIMEV 5047,1
inscriptions,Flint,DIMEV 4272,1
inscriptions,Gate,DIMEV 4394,1
inscriptions,Hawles,DIMEV 1982,1
inscriptions,Hunt,DIMEV 1993,1
inscriptions,Idley [Idle],DIMEV 6838,1
inscriptions,Jon,DIMEV 2012,1
inscriptions,Knowles,DIMEV 1991,1
inscriptions,Leuckin,DIMEV 6804,1
inscriptions,London,DIMEV 4272,1
inscriptions,Marsham,DIMEV 5023;DIMEV 968,2
inscriptions,Mary Magdalene,DIMEV 5667,1
inscriptions,Nordell,DIMEV 4480,1
inscriptions,Norwich,DIMEV 1992;DIMEV 4478;DIMEV 968,3
inscriptions,Palmer,DIMEV 4343,1
inscriptions,Payne,DIMEV 4106,1
inscriptions,Pickering,DIMEV 5340,1
inscriptions,Savage,DIMEV 1990,1
inscriptions,Sheef,DIMEV 1941,1
inscriptions,Skipwith,DIMEV 2632,1
inscriptions,Street,DIMEV 5046,1
inscriptions,Stubbe,DIMEV 2001,1
inscriptions,Virgin Mary,DIMEV 6018;DIMEV 6409,2
inscriptions,Virgin Mary and Christ,DIMEV 6018,1
inscriptions,Wells,DIMEV 2967,1
inscriptions,Wentworth,DIMEV 2010,1
inscriptions,Wever,DIMEV 6103,1
inscriptions,Willoughby,DIMEV 1989,1
inscriptions,Wilton,DIMEV 1992,1
inscriptions,Woode,DIMEV 5047,1
inscriptions,adversity,DIMEV 1363,1
inscriptions,advice,DIMEV 3171;DIMEV 6578,2
inscriptions,almsgiving,DIMEV 5142,1
inscriptions,blessings,DIMEV 1547,1
inscriptions,charters,DIMEV 3013,1
inscriptions,chronicles,DIMEV 2392,1
inscriptions,death,DIMEV 3171,1
inscriptions,devotional verse,DIMEV 3054,1
inscriptions,epitaphs,DIMEV 6581;DIMEV 2663;DIMEV 4948;DIMEV 1959;DIMEV 1994,5
inscriptions,evils of the time,DIMEV 4948,1
inscriptions,executors,DIMEV 6164;DIMEV 5635,2
inscriptions,good deeds,DIMEV 1925,1
inscriptions,illustrations,DIMEV 6225;DIMEV 2392,2
inscriptions,love lyrics,DIMEV 6757,1
inscriptions,marriage,DIMEV 6754,1
inscriptions,merchants,DIMEV 1651,1
inscriptions,possessions,DIMEV 3384,1
inscriptions,proverbs,DIMEV 1911;DIMEV 1363,2
inscriptions,riddles,DIMEV 2392,1
inscriptions,sermons,DIMEV 6164;DIMEV 6733;DIMEV 5781,3
inscriptions,translations,DIMEV 6164,1
instruction,Biblical history,DIMEV 3187,1
instruction,Creed,DIMEV 2914,1
instruction,Cross,DIMEV 2914,1
instruction,Incarnation,DIMEV 1542,1
instruction,Lord’s Prayer,DIMEV 2914,1
instruction,Ten Commandments,DIMEV 2914,1
instruction,advice,DIMEV 925;DIMEV 6566,2
instruction,allegories,DIMEV 2809,1
instruction,alphabetic poems,DIMEV 708,1
instruction,children,DIMEV 708;DIMEV 712;DIMEV 5304;DIMEV 4996;DIMEV 4995;DIMEV 709;DIMEV 1098;DIMEV 3517,8
instruction,courtesy books,DIMEV 6641,1
instruction,death,DIMEV 2078,1
instruction,didactic verse,DIMEV 5381,1
instruction,envoys,DIMEV 3588,1
instruction,introductions,DIMEV 5562,1
instruction,letters,DIMEV 1396,1
instruction,love,DIMEV 1121,1
instruction,manners,DIMEV 5304;DIMEV 1098;DIMEV 3517,3
instruction,original sin,DIMEV 2085,1
instruction,plowman,DIMEV 4977,1
instruction,proverbs,DIMEV 712,1
instruction,redemption,DIMEV 2085,1
instruction,religous instruction,DIMEV 347,1
instruction,scribes,DIMEV 709,1
instruction,sermons,DIMEV 1773,1
instruction,sins,DIMEV 1407;DIMEV 2914,2
instruction,treatises,DIMEV 5399;DIMEV 5398;DIMEV 3099,3
instruction,utilitarian verse,DIMEV 3621,1
instruction,women,DIMEV 1098,1
instructional verse,doctrine,DIMEV 1276,1
instructional verse,translations,DIMEV 1276,1
introductions,Equine medicing,DIMEV 1956,1
introductions,God,DIMEV 6689,1
introductions,Passion,DIMEV 4200,1
introductions,advice,DIMEV 3589;DIMEV 3392,2
introductions,aphorisms,DIMEV 5557,1
introductions,epilogues,DIMEV 5312,1
introductions,evils of the time,DIMEV 4157,1
introductions,excommunication,DIMEV 5312,1
introductions,horses,DIMEV 5224,1
introductions,liturgical texts,DIMEV 5312,1
introductions,medicine,DIMEV 6710;DIMEV 2688,2
introductions,prayers,DIMEV 3589;DIMEV 4215;DIMEV 4216,3
introductions,printers’ prologues,DIMEV 3691,1
introductions,recipes,DIMEV 6710,1
introductions,utilitarian instructions,DIMEV 5224;DIMEV 5701,2
journeys,glosses,DIMEV 199;DIMEV 840;DIMEV 6030;DIMEV 5520;DIMEV 5894;DIMEV 2367;DIMEV 1430;DIMEV 4524;DIMEV 5723;DIMEV 838,10
journeys,prognostications,DIMEV 840;DIMEV 838,2
journeys,translations,DIMEV 199;DIMEV 840;DIMEV 6030;DIMEV 5520;DIMEV 5894;DIMEV 2367;DIMEV 1430;DIMEV 4524;DIMEV 5723;DIMEV 838,10
jousts,tournaments,DIMEV 3692,1
justice,abuses of the age,DIMEV 5861,1
justice,courts,DIMEV 4292,1
kings,Edward I,DIMEV 6516,1
kings,elegies,DIMEV 6516,1
kings of England,Edward I,DIMEV 3158,1
kings of England,Edward II,DIMEV 3158,1
kings of England,Henry II,DIMEV 3158,1
kings of England,Henry III,DIMEV 3158,1
kings of England,John,DIMEV 3158;DIMEV 4037,2
kings of England,Norwich,DIMEV 1632,1
kings of England,Otto IV,DIMEV 4037,1
kings of England,Philip II,DIMEV 4037,1
kings of England,Stephen,DIMEV 3658,1
kings of England,William the Conqueror,DIMEV 3158,1
kings of England,Yorkist lords,DIMEV 5727,1
kings of England,historical poems,DIMEV 6693,1
kings of England,kings of England,DIMEV 3658,1
kings of England,political poems,DIMEV 6268,1
kisses,lovers,DIMEV 2372,1
knights,Arthur,DIMEV 4959,1
knights,Arthurian literature,DIMEV 4959,1
knights,Gawain,DIMEV 4959,1
labour relations,apprentices,DIMEV 4112,1
laments,Adam,DIMEV 293,1
laments,Berkeley,DIMEV 4805,1
laments,Christ,DIMEV 293,1
laments,Fortune,DIMEV 5918,1
laments,Francie,DIMEV 5400,1
laments,Ireland,DIMEV 4885,1
laments,May,DIMEV 2539,1
laments,Neville,DIMEV 6180,1
laments,Peter of Birmingham,DIMEV 4885,1
laments,Virgin Mary,DIMEV 3890;DIMEV 308;DIMEV 6300,3
laments,advice,DIMEV 520;DIMEV 2495,2
laments,chansons d’aventure,DIMEV 2539,1
laments,death,DIMEV 3725,1
laments,dialogues,DIMEV 3725,1
laments,envoys,DIMEV 1230,1
laments,executors,DIMEV 6217,1
laments,farewells,DIMEV 301,1
laments,friars,DIMEV 305,1
laments,friends,DIMEV 6217,1
laments,historical poems,DIMEV 5918;DIMEV 6180,2
laments,illustrations,DIMEV 1625,1
laments,love,DIMEV 2107,1
laments,lover’s lament,DIMEV 1230;DIMEV 1540;DIMEV 2107,3
laments,monks,DIMEV 6097,1
laments,nuns,DIMEV 4845,1
laments,poverty,DIMEV 290,1
laments,prison/prisoners,DIMEV 2126,1
laments,prologues,DIMEV 317,1
laments,proverbs,DIMEV 2495,1
laments,schoolboys,DIMEV 2332,1
laments,scripture,DIMEV 384,1
laments,scripture texts,DIMEV 5350;DIMEV 5352;DIMEV 5349,3
laments,sermons,DIMEV 2170,1
laments,sin,DIMEV 274,1
laments,sinners,DIMEV 3725;DIMEV 384;DIMEV 1625;DIMEV 317,4
laments,taxation,DIMEV 2198,1
laments,translations,DIMEV 5350;DIMEV 384;DIMEV 5349,3
laments,virelais,DIMEV 453,1
laments,women,DIMEV 6218;DIMEV 2107;DIMEV 2222,3
land,utilitarian instructions,DIMEV 6640,1
law,abuses of the age,DIMEV 3038,1
law,bribery,DIMEV 3038,1
law,grace,DIMEV 906,1
learning,education,DIMEV 6008,1
lechery,advice,DIMEV 2413,1
lechery,erotic verse,DIMEV 896,1
lechery,sermons,DIMEV 6579;DIMEV 6221;DIMEV 3131,3
lechery,sinners,DIMEV 6786,1
lechery,translations,DIMEV 2413,1
lechery,women,DIMEV 6786;DIMEV 6221,2
legends,Michael the archangel,DIMEV 4732,1
legends,Sleepers,DIMEV 4816,1
legends,Theophilus,DIMEV 10,1
legends,Virgin Mary,DIMEV 10,1
legends,catechisms,DIMEV 383,1
legends,dialogues,DIMEV 383,1
legends,martyrs,DIMEV 4158,1
legends,miracles,DIMEV 2760,1
legends,salvation,DIMEV 2667,1
legends,tales,DIMEV 3143;DIMEV 4465,2
legends,translations,DIMEV 2866,1
legends,women,DIMEV 3091,1
letters,Paston,DIMEV 3690;DIMEV 1448,2
letters,Peasants’ Revolt (1381),DIMEV 2782,1
letters,Pympe,DIMEV 1448,1
letters,abuses of the age,DIMEV 2782,1
letters,almsgiving,DIMEV 6805,1
letters,animals,DIMEV 3690,1
letters,aphorisms,DIMEV 6502,1
letters,chronicles,DIMEV 2782,1
letters,complaints,DIMEV 927,1
letters,evils of the time,DIMEV 2782,1
letters,instruction,DIMEV 1396,1
letters,letters,DIMEV 1396,1
letters,money,DIMEV 2273,1
letters,patronage,DIMEV 6805;DIMEV 3509,2
letters,satire,DIMEV 914,1
letters,women,DIMEV 3639,1
liberality,transitoriness,DIMEV 1225,1
links,Chaucer,DIMEV 6401;DIMEV 4315,2
links,God,DIMEV 3970,1
links,Lollardy,DIMEV 4316,1
links,Petrarch,DIMEV 4860,1
links,Virgin Mary,DIMEV 3970,1
links,alchemy,DIMEV 6296,1
links,contest,DIMEV 2499;DIMEV 5756;DIMEV 6307;DIMEV 5238,4
links,context,DIMEV 4315,1
links,friars,DIMEV 5756,1
links,herbergage,DIMEV 6206,1
links,infidelity,DIMEV 6206,1
links,links,DIMEV 4860,1
links,marriage,DIMEV 6295;DIMEV 6185,2
links,poverty,DIMEV 3929,1
links,prologues,DIMEV 6307;DIMEV 3929,2
links,requital,DIMEV 5802,1
links,sentence,DIMEV 3700,1
links,tale,DIMEV 941,1
links,tale-telling,DIMEV 3700,1
links,tales,DIMEV 4315,1
links,tidings,DIMEV 3929,1
links,tragedy,DIMEV 6295,1
links,women,DIMEV 745,1
litanies,Virgin Mary,DIMEV 3429,1
litanies,carols,DIMEV 2841,1
litanies,prayers,DIMEV 4783;DIMEV 3429,2
liturgical texts,Ascension,DIMEV 4019,1
liturgical texts,Virgin Mary,DIMEV 5030,1
liturgical texts,dialogues,DIMEV 5030,1
liturgical texts,excommunication,DIMEV 5312,1
liturgical texts,songs,DIMEV 5030,1
liturgical texts,translations,DIMEV 5030;DIMEV 5542;DIMEV 5537,3
love,Christ,DIMEV 1837;DIMEV 2940;DIMEV 2284;DIMEV 2892;DIMEV 3636;DIMEV 5835;DIMEV 2877,7
love,Cupid,DIMEV 6152;DIMEV 4111,2
love,Fortune,DIMEV 6152,1
love,Jons,DIMEV 5726,1
love,Taverner,DIMEV 3611,1
love,Troilus and Cressida,DIMEV 4239,1
love,Venus,DIMEV 935,1
love,absence,DIMEV 306,1
love,advice,DIMEV 520,1
love,advice to princes,DIMEV 5965,1
love,chansons d’aventure,DIMEV 5741,1
love,colophons,DIMEV 1558,1
love,commemorative verse,DIMEV 6455,1
love,devotional verse,DIMEV 5726,1
love,dialogues,DIMEV 2142,1
love,elegies,DIMEV 1449,1
love,envoys,DIMEV 1763;DIMEV 5965;DIMEV 2530;DIMEV 2337;DIMEV 3648;DIMEV 6051;DIMEV 909;DIMEV 4379;DIMEV 3824;DIMEV 721,10
love,epilogues,DIMEV 5965,1
love,farewells,DIMEV 2500,1
love,hope,DIMEV 3611,1
love,laments,DIMEV 520,1
love,links,DIMEV 5024,1
love,love,DIMEV 2523,1
love,love lyrics,DIMEV 6138,1
love,lovers,DIMEV 2523;DIMEV 5975;DIMEV 2337;DIMEV 3713;DIMEV 3611;DIMEV 3670;DIMEV 6455;DIMEV 2498;DIMEV 4111,9
love,lover’s lament,DIMEV 3276,1
love,sermons,DIMEV 4940;DIMEV 1837;DIMEV 6069;DIMEV 5282;DIMEV 5151,5
love,songs,DIMEV 1442;DIMEV 2500;DIMEV 3611;DIMEV 5726;DIMEV 5182,5
love,transitoriness,DIMEV 2099,1
love,translations,DIMEV 5627;DIMEV 2234;DIMEV 2272,3
love,women,DIMEV 5369;DIMEV 4250;DIMEV 6255;DIMEV 6455;DIMEV 2427;DIMEV 5067;DIMEV 6426,7
love letters,Paston,DIMEV 522,1
love letters,acrostics,DIMEV 3561,1
love letters,dialogues,DIMEV 6117,1
love letters,envoys,DIMEV 5418;DIMEV 2220;DIMEV 1532;DIMEV 2358;DIMEV 4933;DIMEV 5167;DIMEV 1929,7
love letters,farewells,DIMEV 1262;DIMEV 1266,2
love letters,love,DIMEV 3670;DIMEV 5067,2
love letters,lovers,DIMEV 3643;DIMEV 3582;DIMEV 6041;DIMEV 2247;DIMEV 3670;DIMEV 3650;DIMEV 2053,7
love letters,lover’s pleas,DIMEV 4498;DIMEV 3582,2
love letters,satire,DIMEV 6117,1
love letters,women,DIMEV 1210;DIMEV 6117;DIMEV 5067,3
love lyrics,Fortune,DIMEV 3751,1
love lyrics,acrostics,DIMEV 3954;DIMEV 289,2
love lyrics,allegorical poems,DIMEV 351,1
love lyrics,carols,DIMEV 6487,1
love lyrics,chansons d’aventure,DIMEV 3731,1
love lyrics,counsel,DIMEV 3287,1
love lyrics,dialogues,DIMEV 3902,1
love lyrics,duets,DIMEV 3511,1
love lyrics,envoys,DIMEV 965;DIMEV 1452;DIMEV 3957;DIMEV 750;DIMEV 246;DIMEV 902;DIMEV 1480;DIMEV 3647;DIMEV 513;DIMEV 3727;DIMEV 577;DIMEV 934;DIMEV 28;DIMEV 3662;DIMEV 3954;DIMEV 3648;DIMEV 3712;DIMEV 288;DIMEV 897,19
love lyrics,farewells,DIMEV 3287,1
love lyrics,four-line,DIMEV 5872,1
love lyrics,fragments,DIMEV 4945,1
love lyrics,love,DIMEV 3648;DIMEV 3667;DIMEV 3687,3
love lyrics,lovers,DIMEV 444;DIMEV 643;DIMEV 3635;DIMEV 3704;DIMEV 3661;DIMEV 3660;DIMEV 1129;DIMEV 135;DIMEV 3712;DIMEV 3633;DIMEV 502;DIMEV 3026;DIMEV 6743;DIMEV 4902;DIMEV 3952;DIMEV 3662,16
love lyrics,lover’s pleas,DIMEV 4182;DIMEV 3647;DIMEV 3667,3
love lyrics,parody,DIMEV 965,1
